glycan,Species,Genus,Family,Order,Class,Phylum,Kingdom,Domain,ref,taxon_id
{Neu5Gc(a2-3/6)}Gal(b1-4)GlcNAc(b1-6)[Gal(b1-3)]GalNAc,Mus_musculus,Mus,Muridae,Rodentia,Mammalia,Chordata,Animalia,Eukarya,http://www.functionalglycomics.org/glycomics/SampleServlet?operationType=view&key=33,10090
{Neu5Gc(a2-3/6)}Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Mus_musculus,Mus,Muridae,Rodentia,Mammalia,Chordata,Animalia,Eukarya,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8755730/,10090
{Neu5Gc(a2-3/6)}{Neu5Gc(a2-3/6)}Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Mus_musculus,Mus,Muridae,Rodentia,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/32123198/,10090
{Neu5Gc(a2-3/6)}{Neu5Gc(a2-3/6)}Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Mus_musculus,Mus,Muridae,Rodentia,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/37875230/,10090
{Neu5Gc(a2-3/6/8)}Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Gc(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Mus_musculus,Mus,Muridae,Rodentia,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/37875230/,10090
{Neu5Gc(a2-8)Neu5Gc(a2-3/6)}Gal(b1-3)GalNAc,Mus_musculus,Mus,Muridae,Rodentia,Mammalia,Chordata,Animalia,Eukarya,http://www.functionalglycomics.org/glycomics/SampleServlet?operationType=view&key=398,10090
Gal(b1-3)GlcNAc(b1-2)Man(a1-3/6)[GlcNAc(b1-2)Man(a1-3/6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Musa_acuminata,Musa,Musaceae,Zingiberales,Monocotyledons,Angiosperms,Plantae,Eukarya,https://pubmed.ncbi.nlm.nih.gov/11358875/,4641
Gal(b1-3)GlcNAc(b1-2)Man(a1-3/6)[Xyl(b1-2)][Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Musa_acuminata,Musa,Musaceae,Zingiberales,Monocotyledons,Angiosperms,Plantae,Eukarya,https://pubmed.ncbi.nlm.nih.gov/11358875/,4641
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-2)Man(a1-3/6)[GlcNAc(b1-2)Man(a1-3/6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Musa_acuminata,Musa,Musaceae,Zingiberales,Monocotyledons,Angiosperms,Plantae,Eukarya,https://pubmed.ncbi.nlm.nih.gov/11358875/,4641
Gal(b1-3)[Fuc(a1-4)]GlcNAc(b1-2)Man(a1-3/6)[Xyl(b1-2)][Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Musa_acuminata,Musa,Musaceae,Zingiberales,Monocotyledons,Angiosperms,Plantae,Eukarya,https://pubmed.ncbi.nlm.nih.gov/11358875/,4641
GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Musa_acuminata,Musa,Musaceae,Zingiberales,Monocotyledons,Angiosperms,Plantae,Eukarya,https://pubmed.ncbi.nlm.nih.gov/11358875/,4641
GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Musa_acuminata,Musa,Musaceae,Zingiberales,Monocotyledons,Angiosperms,Plantae,Eukarya,https://pubmed.ncbi.nlm.nih.gov/11358875/,4641
GlcNAc(b1-2)Man(a1-3/6)[Xyl(b1-2)][Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Musa_acuminata,Musa,Musaceae,Zingiberales,Monocotyledons,Angiosperms,Plantae,Eukarya,https://pubmed.ncbi.nlm.nih.gov/11358875/,4641
GlcNAc(b1-2)Man(a1-3/6)[Xyl(b1-2)][Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Musa_acuminata,Musa,Musaceae,Zingiberales,Monocotyledons,Angiosperms,Plantae,Eukarya,https://pubmed.ncbi.nlm.nih.gov/11358875/,4641
GlcNAc(b1-2)Man(a1-6)[Xyl(b1-2)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Musa_acuminata,Musa,Musaceae,Zingiberales,Monocotyledons,Angiosperms,Plantae,Eukarya,https://pubmed.ncbi.nlm.nih.gov/11358875/,4641
Xyl(b1-2)[Man(a1-3)][Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Musa_acuminata,Musa,Musaceae,Zingiberales,Monocotyledons,Angiosperms,Plantae,Eukarya,gwb,4641
Xyl(b1-2)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Musa_acuminata,Musa,Musaceae,Zingiberales,Monocotyledons,Angiosperms,Plantae,Eukarya,https://pubmed.ncbi.nlm.nih.gov/11358875/,4641
Xyl(b1-2)[Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-3)]GlcNAc,Musa_acuminata,Musa,Musaceae,Zingiberales,Monocotyledons,Angiosperms,Plantae,Eukarya,https://pubmed.ncbi.nlm.nih.gov/11358875/,4641
Fuc(a1-2)[GalNAc(a1-3)]Gal(b1-3)GalNAc,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25135641/,9669
Fuc(a1-3)[HexNAc(b1-4)]Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Fuc(a1-3)[HexNAc(b1-4)]Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25135641/,9669
Fuc(a1-3)[HexNAc(b1-4)]Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3)[GalNAc(b1-4)]Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25135641/,9669
Fuc(a1-3)[HexNAc(b1-4)]Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25135641/,9669
Gal(?1-?)Gal(b1-3)GalNAc(b1-4)Gal(b1-4)Glc1Cer,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25135641/,9669
Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25135641/,9669
Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25135641/,9669
Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25135641/,9669
Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25135641/,9669
Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25135641/,9669
Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30315103/,9669
Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30315103/,9669
Gal(b1-3)GalNAc(b1-4)Gal(b1-4)Glc1Cer,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25135641/,9669
Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-?)HexNAc(b1-3/6)Gal(b1-4)Glc1Cer,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25135641/,9669
Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-?)HexNAc(b1-3/6)Gal(b1-4)Glc1Cer,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25135641/,9669
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25135641/,9669
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30315103/,9669
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30315103/,9669
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30315103/,9669
Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30315103/,9669
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25135641/,9669
Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[GlcNAc(b1-2)Man(a1-3)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30315103/,9669
GalNAc(b1-3)Gal,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25135641/,9669
GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30315103/,9669
GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25135641/,9669
GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30315103/,9669
GlcNAc(b1-2)Man(a1-3)[GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30315103/,9669
GlcNAc(b1-3/6)Gal(b1-3)[Gal(b1-3/4)GlcNAc(b1-6)]GalNAc,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25135641/,9669
Man(a1-2)Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-3)[Man(a1-2)Man(a1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25135641/,9669
Man(a1-2)Man(a1-3)[Man(a1-6)]Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30315103/,9669
Man(a1-2)Man(a1-6)[Man(a1-3)]Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30315103/,9669
Man(a1-3)[Man(a1-6)]Man(a1-6)[Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30315103/,9669
Neu5Ac(a2-3)Gal(b1-3)GalNAc(b1-4)[Neu5Ac(a2-3)]Gal(b1-4)Glc1Cer,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25135641/,9669
Neu5Ac(a2-3)Gal(b1-3)[Neu5Ac(a2-6)]GalNAc,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25135641/,9669
Neu5Ac(a2-3)Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-?)HexNAc(b1-?)Gal(b1-4)Glc1Cer,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25135641/,9669
Neu5Ac(a2-3)Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-?)HexNAc(b1-?)Gal(b1-4)Glc1Cer,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25135641/,9669
Neu5Ac(a2-3)Gal(b1-4)Glc1Cer,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25135641/,9669
Neu5Ac(a2-3)[GalNAc(b1-4)]Gal(b1-3)GalNAc,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25135641/,9669
Neu5Ac(a2-3)[GalNAc(b1-4)]Gal(b1-3)GalNAc(b1-4)Gal(b1-4)Glc1Cer,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25135641/,9669
Neu5Ac(a2-3)[GalNAc(b1-4)]Gal(b1-3)[Neu5Ac(a2-6)]GalNAc,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25135641/,9669
Neu5Ac(a2-3)[GalNAc(b1-4)]Gal(b1-3/4)GlcNAc(b1-3)Gal(b1-?)HexNAc(b1-?)Gal(b1-4)Glc1Cer,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25135641/,9669
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Fuc(a1-3)[HexNAc(b1-4)]Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25135641/,9669
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25135641/,9669
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25135641/,9669
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25135641/,9669
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25135641/,9669
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25135641/,9669
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25135641/,9669
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25135641/,9669
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Gal(b1-4)GlcNAc(b1-4/6)]Man(a1-3/6)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25135641/,9669
Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-4)]Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25135641/,9669
Neu5Ac(a2-3/6)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25135641/,9669
Neu5Ac(a2-3/6)GalNAc(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-2)[Neu5Ac(a2-3/6)Gal(b1-4)GlcNAc(b1-6)]Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/25135641/,9669
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Gal(a1-3)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30315103/,9669
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Man(a1-2)Man(a1-3/6)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30315103/,9669
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30315103/,9669
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30315103/,9669
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3)[Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-6)][GlcNAc(b1-4)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30315103/,9669
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)GlcNAc,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30315103/,9669
Neu5Ac(a2-6)Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)[Gal(b1-4)GlcNAc(b1-2)Man(a1-3/6)]Man(b1-4)GlcNAc(b1-4)[Fuc(a1-6)]GlcNAc,Mustela_furo,Mustela,Mustelidae,Carnivora,Mammalia,Chordata,Animalia,Eukarya,https://pubmed.ncbi.nlm.nih.gov/30315103/,9669
